timestamp,is_bot,loc_x,loc_y,loc_z,s_x,s_y,s_z,d_a,d_p,d_e,tar
2322,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2323,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2324,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2325,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2326,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2327,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2328,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2329,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2330,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2331,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2332,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2333,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2334,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2335,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2336,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2337,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2338,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2339,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2340,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2341,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2342,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2343,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2344,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2345,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2346,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2347,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2348,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2349,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2350,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2351,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2352,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2353,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2354,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2355,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2356,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2357,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2358,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2359,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2360,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2361,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2362,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2363,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2364,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2365,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2366,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2367,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2368,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2369,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2370,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2371,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2372,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2373,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2374,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2375,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2376,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2377,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2378,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2379,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2380,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2381,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2382,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2383,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2384,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2385,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2386,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2387,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2388,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2389,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2390,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2391,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2392,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2393,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2394,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2395,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2396,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2397,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2398,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2399,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2400,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2401,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2402,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2403,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2404,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2405,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2406,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2407,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2408,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2409,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2410,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2411,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2412,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2413,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2414,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2415,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2416,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2417,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2418,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2419,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2420,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2421,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2422,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2423,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2424,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2425,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2426,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2427,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2428,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2429,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2430,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2431,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2432,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2433,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2434,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2435,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2436,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2437,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2438,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2439,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2440,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2441,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2442,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2443,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2444,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2445,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2446,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2447,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2448,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2449,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2450,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2451,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2452,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2453,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2454,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2455,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2456,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2457,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2458,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2459,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2460,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2461,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2462,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2463,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2464,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2465,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2466,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2467,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2468,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2469,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2470,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2471,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2472,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2473,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2474,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2475,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2476,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2477,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2478,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2479,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2480,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2481,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2482,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2483,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2484,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2485,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2486,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2487,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2488,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2489,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2490,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2491,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2492,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2493,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2494,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2495,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2496,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2497,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2498,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2499,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2500,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2501,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2502,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2503,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2504,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2505,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2506,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2507,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2508,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2509,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2510,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2511,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2512,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2513,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
2514,0.0,1145.366211,-280.363098,-350.26889,-0.2870840872,0.9523024565,0.1034541356,0.1165320743,287.0537451754,612.7190237863,2.0
